Unnamed: 0,Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_Fertility,Soil_Type,pH,Pollution_Level,Plot_Size,Chosen_Crop,Annual_Yield,Standard_Yield
24711,24711,889.4579,-2.5688193,-1.6101114,Rural_Kilimani,7.030674,1341.9,-2.0,28.7,13.35,0.62,Volcanic,5.1360326,0.24602655,2.8,tea,1.7496163,0.62486297
24712,24712,691.81506,-10.102339,-5.538135,Rural_Hawassa,11.680338,1815.1,-3.4,27.5,12.05,0.67,Volcanic,5.7066517,0.18560815,4.8,banana,2.8013623,0.58361715
24713,24713,665.44977,-5.551588,-1.9659759,Rural_Hawassa,16.907553,938.6,-4.4,33.3,14.45,0.62,Sandy,5.3143167,0.75909865,1.4,potato,0.6638911,0.4742079
24714,24714,593.58014,-8.827228,-0.5064808,Rural_Sokoto,10.986815,1689.3,-4.4,33.5,14.55,0.65,Silt,7.3510942,0.11393444,2.3,wheat,1.0870087,0.47261247
24715,24715,645.9708,-14.621549,-6.137249,Rural_Hawassa,6.1785746,1512.8,-4.0,30.4,13.2,0.63,Volcanic,4.661793,4.2780046e-09,3.9,cassava,1.5897012,0.4076157
24716,24716,714.20996,-2.8571837,-4.3399076,Rural_Kilimani,0.96140313,578.7,-4.3,31.1,13.4,0.54,Sandy,5.225775,0.14762747,8.8,potato,5.4800615,0.6227343
24717,24717,748.62036,-4.925297,-3.5155632,Rural_Kilimani,13.130126,698.3,-3.9,30.3,13.2,0.59,Sandy,5.485467,0.19821794,1.7,maize,0.81290436,0.47817904
24718,24718,858.7852,-2.1137443,-1.0380253,Rural_Kilimani,17.18293,1470.0,-2.2,27.8,12.8,0.66,Volcanic,4.3087053,0.11701752,0.8,tea,0.51111877,0.6388985
24719,24719,510.74243,-7.57915,-1.4479452,Rural_Sokoto,7.8459306,1188.4,-5.6,31.0,12.7,0.61,Loamy,6.5971136,0.5099826,5.0,maize,2.5068057,0.50136113
24720,24720,438.23654,-9.935628,-4.461532,Rural_Hawassa,12.552969,1514.4,-5.9,29.0,11.55,0.65,Silt,5.88506,0.033292327,1.7,wheat,0.85237706,0.50139827
24721,24721,241.82202,-11.206233,-6.4255443,Rural_Hawassa,36.588577,1624.2,-7.5,32.9,12.7,0.73,Silt,5.6033545,0.046182834,0.6,banana,0.24679095,0.41131824
24722,24722,603.7141,-8.556886,-6.042652,Rural_Hawassa,14.33265,1204.9,-4.7,31.1,13.2,0.63,Silt,6.4521976,0.17133792,0.8,wheat,0.4705099,0.5881374
24723,24723,472.07013,-7.0114326,-3.623674,Rural_Hawassa,11.595946,661.4,-6.5,34.7,14.1,0.58,Loamy,5.9860454,0.14393681,4.6,maize,3.027448,0.65814084
24724,24724,966.495,-2.032642,-8.213876,Rural_Kilimani,13.341922,889.7,-1.7,29.0,13.65,0.6,Rocky,4.3567224,0.011890994,0.9,tea,0.3800159,0.4222399
24725,24725,473.29468,-0.3790524,-3.5966463,Rural_Kilimani,16.623951,539.7,-6.5,34.3,13.9,0.58,Loamy,6.081718,0.004501267,2.0,maize,1.3255806,0.6627903
24726,24726,835.58093,-10.359163,0.3899375,Rural_Sokoto,8.9352865,2297.7,-1.6,29.1,13.75,0.69,Volcanic,4.7038455,0.32815763,3.2,tea,2.0416079,0.63800246
24727,24727,826.4237,-3.6411743,-4.6372123,Rural_Kilimani,6.5144734,634.8,-3.2,29.3,13.05,0.56,Sandy,4.939003,0.18865429,2.0,wheat,0.9545215,0.47726074
24728,24728,574.37225,-6.817688,-3.051588,Rural_Hawassa,28.058716,821.5,-5.3,31.2,12.95,0.64,Loamy,4.5863743,0.338386,1.5,cassava,0.74358875,0.4957258
24729,24729,840.1574,-2.866195,-1.6191206,Rural_Kilimani,9.483475,1265.5,-2.5,28.6,13.05,0.62,Volcanic,5.70994,0.3212297,3.2,coffee,1.4756482,0.46114004
24730,24730,667.834,-7.8810315,1.0926573,Rural_Sokoto,9.680503,1618.7,-3.8,28.9,12.55,0.64,Volcanic,4.776169,0.13451178,3.8,cassava,1.4509963,0.38184112
24731,24731,849.98584,-6.3536015,-7.5787253,Rural_Amanzi,24.807272,930.0,-2.7,29.0,13.15,0.64,Sandy,6.398041,0.42785478,1.3,coffee,0.38661635,0.2973972
24732,24732,911.5869,-7.768389,-6.1507626,Rural_Hawassa,7.216652,1253.6,-1.9,29.1,13.6,0.61,Volcanic,5.649165,0.3728369,3.2,coffee,1.3586144,0.424567
24733,24733,609.9892,-0.987321,-3.236277,Rural_Kilimani,4.7035255,765.3,-5.1,32.8,13.85,0.56,Loamy,5.0926213,0.027582292,4.5,cassava,2.6437306,0.58749574
24734,24734,669.06244,-8.16489,-5.7633657,Rural_Hawassa,3.3159454,1124.5,-4.2,30.1,12.95,0.59,Sandy,5.1099734,0.2904886,12.7,cassava,6.4750195,0.50984406
24735,24735,943.88196,-2.2534208,-8.290455,Rural_Kilimani,17.36331,880.9,-1.9,27.3,12.7,0.61,Rocky,4.3583045,0.0128168445,2.0,potato,1.0406399,0.52031994
24736,24736,870.42017,-5.0649734,-4.335403,Rural_Kilimani,16.461058,710.3,-2.7,28.3,12.8,0.6,Rocky,4.031879,0.23968881,1.2,tea,0.41901517,0.3491793
24737,24737,450.94797,-1.7127376,-5.5831814,Rural_Kilimani,4.9757113,206.2,-7.0,32.6,12.8,0.52,Loamy,5.286119,0.19566107,3.0,cassava,1.565428,0.52180934
24738,24738,170.78314,-12.427276,-7.1102457,Rural_Hawassa,18.532364,1584.7,-8.3,33.2,12.45,0.67,Silt,6.216838,0.001890317,1.7,banana,0.74606323,0.4388607
24739,24739,577.5151,-5.970618,-0.5560316,Rural_Sokoto,9.616626,1121.6,-5.0,29.3,12.15,0.61,Loamy,6.576036,0.95056343,3.2,wheat,1.5724398,0.49138743
24740,24740,568.2299,-0.46466058,-3.3759203,Rural_Kilimani,5.987495,695.7,-5.5,30.8,12.65,0.56,Loamy,5.233301,0.0065636956,2.2,potato,1.5016716,0.68257797
24741,24741,551.9637,-4.9928823,0.07010985,Rural_Kilimani,3.083088,1125.7,-5.3,33.4,14.05,0.59,Loamy,5.301884,0.77151555,12.6,wheat,4.9977584,0.39664748
24742,24742,675.19055,-2.8211381,-6.6057286,Rural_Kilimani,2.080278,433.0,-4.8,29.3,12.25,0.53,Sandy,5.2972045,0.25031066,9.9,maize,3.9107976,0.39503008
24743,24743,883.90735,-3.0824683,-7.6057534,Rural_Kilimani,51.04264,738.7,-2.6,32.7,15.05,0.71,Sandy,4.6649137,0.07005278,1.4,tea,0.65134984,0.4652499
24744,24744,566.39417,-6.7365856,-0.38485622,Rural_Sokoto,3.7767906,1219.0,-5.1,32.9,13.9,0.6,Peaty,4.0309176,0.81599385,14.0,cassava,4.3107505,0.30791074
24745,24745,671.20154,-6.2770047,-6.9120426,Rural_Amanzi,11.271813,647.4,-4.6,31.4,13.4,0.58,Sandy,5.614445,0.36989424,2.6,maize,1.175091,0.4519581
24746,24746,588.84827,-7.498048,-2.7858157,Rural_Hawassa,3.5007303,1045.2,-5.0,29.6,12.3,0.58,Loamy,5.383953,0.23871192,5.3,cassava,3.3057966,0.6237352
24747,24747,221.81929,-12.589481,-7.4841285,Rural_Akatsi,4.9428763,1627.0,-7.8,33.6,12.9,0.63,Silt,6.881584,0.0046947235,2.3,wheat,1.141406,0.4962635
24748,24748,382.91287,-14.481873,-7.5201654,Rural_Hawassa,8.714627,1290.7,-6.6,32.7,13.05,0.62,Silt,5.6759577,1.2724432e-09,3.3,banana,1.3142315,0.39825198
24749,24749,541.3478,-6.5022893,-3.7588124,Rural_Hawassa,12.566459,615.5,-5.8,29.6,11.9,0.58,Loamy,5.710935,0.23610282,0.8,wheat,0.5183319,0.6479149
24750,24750,432.51785,-0.65840536,-4.5381107,Rural_Kilimani,10.077467,300.9,-7.1,32.2,12.55,0.55,Loamy,4.948061,0.006892032,3.8,potato,2.2898602,0.6025948
24751,24751,834.30554,-1.82538,-2.2092252,Rural_Kilimani,8.357481,1207.0,-2.6,28.7,13.05,0.61,Volcanic,5.7712483,0.14092751,4.3,coffee,2.153001,0.5006979
24752,24752,509.5914,-9.620229,-4.4705415,Rural_Hawassa,4.074872,1489.7,-5.3,32.8,13.75,0.62,Silt,6.55937,0.011195283,11.5,wheat,6.498492,0.56508625
24753,24753,848.2623,-3.7943678,-3.4885356,Rural_Kilimani,9.003353,826.2,-2.8,28.9,13.05,0.58,Rocky,5.259655,0.25838503,3.1,potato,1.7104338,0.55175287
24754,24754,807.4968,-8.065765,0.20074368,Rural_Sokoto,3.1470428,1782.3,-2.3,31.0,14.35,0.64,Volcanic,4.1216965,0.19629128,9.2,tea,6.608463,0.7183112
24755,24755,775.9809,-9.3724165,-0.47945312,Rural_Sokoto,12.726723,2005.4,-2.5,30.4,13.95,0.68,Volcanic,4.195673,0.1940332,0.7,tea,0.49999166,0.7142738
24756,24756,806.0282,-10.944903,0.60165435,Rural_Sokoto,0.98460007,2314.1,-2.1,31.0,14.45,0.67,Volcanic,4.0539274,0.21773097,13.6,tea,8.038685,0.5910797
24757,24757,482.96313,-1.7487831,-5.0651507,Rural_Kilimani,25.916046,279.6,-6.7,32.8,13.05,0.59,Loamy,5.510467,0.106701806,1.7,potato,1.0822556,0.63662094
24758,24758,863.83044,-1.9199995,-8.416584,Rural_Kilimani,35.55932,808.1,-2.7,28.8,13.05,0.66,Sandy,6.294686,0.0069911717,1.2,coffee,0.46670014,0.3889168
24759,24759,742.7393,-11.071062,-0.5199946,Rural_Sokoto,8.127377,2254.7,-2.5,29.7,13.6,0.69,Volcanic,4.5595937,0.33547628,2.7,tea,1.8388895,0.68107015
24760,24760,713.25024,-3.0103772,-3.8894463,Rural_Kilimani,2.240792,643.1,-4.2,29.1,12.45,0.55,Sandy,5.8044896,0.21099125,7.0,maize,3.626473,0.51806754
24761,24761,740.2702,-7.7008038,-4.056117,Rural_Hawassa,8.777449,1103.8,-3.6,29.5,12.95,0.6,Sandy,6.171525,0.06288125,4.9,coffee,2.0263515,0.4135411
24762,24762,626.6455,-5.72731,-1.9434528,Rural_Hawassa,10.825008,915.2,-4.8,33.1,14.15,0.59,Loamy,6.555849,0.77781755,2.3,coffee,0.6480296,0.28175202
24763,24763,706.64246,-5.655219,-3.799354,Rural_Hawassa,12.786372,653.7,-4.3,29.8,12.75,0.58,Sandy,5.9244056,0.20186469,2.0,potato,1.1891757,0.59458786
24764,24764,690.3709,-9.669792,-0.43440697,Rural_Sokoto,17.495207,2021.5,-2.9,31.1,14.1,0.7,Volcanic,4.8942866,0.26794606,0.6,coffee,0.30543318,0.5090553
24765,24765,762.1663,-1.2081,-1.4074037,Rural_Kilimani,17.917774,1383.4,-3.1,30.3,13.6,0.65,Volcanic,4.8624835,0.033066005,1.9,tea,1.3615701,0.71661586
24766,24766,830.5433,-7.980157,-0.5380131,Rural_Sokoto,2.5838892,1732.5,-2.2,26.7,12.25,0.63,Volcanic,5.8559446,0.25735497,13.4,coffee,7.2862597,0.5437507
24767,24767,570.0301,-8.047742,-4.686763,Rural_Hawassa,5.0552783,995.3,-5.2,32.4,13.6,0.58,Loamy,5.0851235,0.099189244,2.7,potato,1.6691561,0.61820596
24768,24768,345.16675,-10.899846,-7.0246577,Rural_Hawassa,16.22046,1670.3,-6.8,34.1,13.65,0.67,Silt,6.702802,0.032738615,1.7,wheat,0.87703454,0.51590264
24769,24769,634.0781,-8.656011,-5.8354397,Rural_Hawassa,6.500869,1266.6,-4.4,31.4,13.5,0.61,Peaty,4.536881,0.14183353,4.0,cassava,1.5560273,0.38900682
24770,24770,354.59814,-0.42861503,-3.9164739,Rural_Kilimani,25.445095,339.8,-7.8,34.7,13.45,0.6,Loamy,5.050625,0.0042087925,0.5,potato,0.31115955,0.6223191
24771,24771,500.78076,-9.548138,-3.5606093,Rural_Hawassa,20.506737,1510.3,-5.4,31.5,13.05,0.67,Silt,7.195212,0.006956424,1.4,wheat,0.70535326,0.50382376
24772,24772,685.5022,-5.1460757,-7.6372857,Rural_Amanzi,12.485414,590.8,-4.5,30.3,12.9,0.58,Sandy,5.880519,0.43419155,0.6,potato,0.3384906,0.564151
24773,24773,476.65005,-6.99341,-3.9570155,Rural_Hawassa,8.720459,635.5,-6.4,34.6,14.1,0.57,Loamy,5.834685,0.11993046,3.6,maize,2.3109636,0.64193434
24774,24774,614.6314,-6.934836,-6.4030213,Rural_Akatsi,14.231018,702.0,-5.1,30.1,12.5,0.59,Loamy,6.4266043,0.24857779,0.9,wheat,0.6432769,0.7147521
24775,24775,820.2872,-3.9520671,-5.7228246,Rural_Kilimani,14.883745,557.2,-3.3,30.2,13.45,0.58,Sandy,4.630698,0.23643324,1.2,potato,0.6639732,0.55331105
24776,24776,692.995,-2.1678126,-6.4030213,Rural_Kilimani,18.533518,446.3,-4.6,29.9,12.65,0.58,Sandy,4.6394796,0.31840867,1.0,potato,0.50419575,0.50419575
24777,24777,657.1248,-8.90833,-3.425471,Rural_Hawassa,7.4201856,1474.7,-4.0,31.6,13.8,0.63,Volcanic,5.1646423,0.011153066,2.9,cassava,1.2732846,0.43906364
24778,24778,520.375,-8.651505,-6.6012244,Rural_Akatsi,15.395238,1168.7,-5.6,29.3,11.85,0.63,Loamy,5.365506,0.09780178,1.1,wheat,0.6103059,0.5548235
24779,24779,786.6965,-3.9610786,-2.7632926,Rural_Kilimani,5.824266,900.7,-3.3,31.4,14.05,0.58,Sandy,5.1825233,0.33928394,2.7,cassava,1.4482491,0.5363885
24780,24780,940.74176,-3.5916116,-2.9750094,Rural_Kilimani,13.113316,1033.3,-1.8,27.3,12.75,0.61,Rocky,5.731681,0.34792227,1.5,coffee,0.46214008,0.3080934
24781,24781,509.0804,-8.984926,-6.6237473,Rural_Akatsi,5.0143547,1287.4,-5.5,32.6,13.55,0.6,Peaty,4.3928223,0.054863587,2.5,cassava,0.88345796,0.35338318
24782,24782,274.56158,-11.688342,-6.790418,Rural_Hawassa,7.1203747,1692.0,-7.3,35.4,14.05,0.64,Silt,6.7595444,0.0048428904,2.2,banana,0.8568502,0.38947734
24783,24783,789.2793,-9.552644,-0.52449924,Rural_Sokoto,1.1906427,2062.8,-2.2,29.5,13.65,0.65,Volcanic,4.7826767,0.22432278,5.5,tea,4.0986323,0.7452058
24784,24784,648.1741,-8.273027,-2.736265,Rural_Hawassa,5.038504,1334.3,-4.3,33.0,14.35,0.61,Volcanic,5.873191,0.08815597,2.0,banana,0.9801266,0.4900633
24785,24785,731.95844,-7.7233324,-3.1687078,Rural_Hawassa,5.4258823,1203.9,-3.6,32.7,14.55,0.6,Volcanic,5.023453,0.10899434,2.6,cassava,1.2825178,0.4932761
24786,24786,595.8286,-8.547874,-5.506603,Rural_Hawassa,4.2619386,1182.6,-4.8,29.9,12.55,0.59,Loamy,5.0969706,0.22935177,4.1,cassava,2.3444335,0.57181305
24787,24787,804.14355,-4.429671,-1.6056068,Rural_Kilimani,7.104769,1144.9,-3.0,29.4,13.2,0.6,Sandy,5.2702045,0.7306348,2.2,wheat,0.63254416,0.28752008
24788,24788,716.3983,-9.111086,-1.9479574,Rural_Sokoto,22.142006,1752.7,-3.2,30.2,13.5,0.69,Volcanic,5.65506,0.052529246,1.8,tea,1.4434716,0.8019287
24789,24789,821.59894,-2.9337804,-1.6236252,Rural_Kilimani,4.446669,1240.3,-2.7,28.9,13.1,0.6,Volcanic,5.7766924,0.3396877,3.9,wheat,1.8520006,0.47487193
24790,24790,244.7444,-12.467828,-7.9526086,Rural_Akatsi,3.4827034,1671.7,-7.5,35.2,13.85,0.63,Silt,5.844983,0.026979368,14.1,banana,6.2311287,0.441924
24791,24791,712.0799,-8.81371,-0.36683774,Rural_Sokoto,20.161264,1820.5,-3.2,33.1,14.95,0.69,Volcanic,4.0931787,0.12003881,0.5,tea,0.39228398,0.78456795
24792,24792,372.5974,-9.4760475,-6.8399687,Rural_Akatsi,14.552674,1325.6,-6.7,30.3,11.8,0.64,Silt,6.4803486,0.052564424,1.5,wheat,0.83146113,0.5543074
24793,24793,461.5893,-11.300853,-9.231919,Rural_Akatsi,4.843666,1949.1,-5.3,31.3,13.0,0.65,Silt,6.081207,0.03817838,5.0,banana,2.9231603,0.58463204
24794,24794,874.694,-4.49275,-4.826406,Rural_Kilimani,19.73885,652.6,-2.8,28.1,12.65,0.6,Rocky,4.7840056,0.2566002,1.1,wheat,0.57172924,0.5197539
24795,24795,616.78235,-5.14157,-1.5650651,Rural_Kilimani,18.478909,949.8,-4.8,30.2,12.7,0.62,Loamy,6.0004816,0.8530858,1.1,maize,0.5247393,0.47703576
24796,24796,639.3277,-8.547874,-5.610209,Rural_Hawassa,1.2351712,1228.9,-4.4,31.4,13.5,0.59,Volcanic,5.987331,0.19613996,13.1,coffee,7.274799,0.5553282
24797,24797,533.1519,-5.484003,0.30885443,Rural_Kilimani,4.9020853,1132.4,-5.4,31.8,13.2,0.59,Loamy,4.849785,0.84679544,3.1,cassava,1.4418627,0.46511698
24798,24798,555.5166,-10.34114,-6.182295,Rural_Hawassa,9.576932,1749.8,-4.7,32.5,13.9,0.65,Silt,6.7888837,0.29473487,4.5,wheat,2.2322776,0.4960617
24799,24799,707.4934,-9.530115,-0.8578407,Rural_Sokoto,5.5323997,1949.3,-3.1,28.5,12.7,0.66,Volcanic,4.000527,0.15252453,3.8,tea,2.8065045,0.7385538
24800,24800,531.47253,-6.8717566,-3.9209785,Rural_Hawassa,6.827913,666.7,-5.9,31.5,12.8,0.56,Loamy,6.411681,0.13571382,3.2,wheat,2.3223953,0.72574854
24801,24801,679.85175,-6.628449,0.2412852,Rural_Sokoto,9.705183,1380.8,-3.9,30.7,13.4,0.63,Volcanic,4.917126,0.8276897,2.4,cassava,0.8587654,0.35781893
24802,24802,649.87897,-5.623679,-2.1641788,Rural_Hawassa,1.7971578,900.1,-4.5,31.5,13.5,0.57,Sandy,5.323121,0.6689556,14.6,cassava,7.1777577,0.49162725
24803,24803,624.0272,-6.5203123,-6.8579874,Rural_Amanzi,12.080453,652.4,-5.0,31.0,13.0,0.58,Loamy,4.5108514,0.3112527,0.9,potato,0.5133385,0.5703761
24804,24804,244.68686,-13.5536995,-7.4616055,Rural_Hawassa,2.0755324,1459.6,-7.7,35.0,13.65,0.61,Peaty,4.3763494,3.7424197e-06,7.2,rice,3.7557216,0.521628
24805,24805,830.4505,-4.4657164,-5.281372,Rural_Kilimani,9.819489,577.3,-3.2,28.8,12.8,0.57,Sandy,6.2306695,0.27387148,2.2,wheat,1.3038665,0.5926666
24806,24806,523.3759,-1.2171113,-4.0110707,Rural_Kilimani,1.7077376,492.2,-6.1,31.9,12.9,0.53,Loamy,6.7152424,0.025822181,11.3,wheat,8.197768,0.72546625
24807,24807,806.7006,-1.1450202,-1.6506529,Rural_Kilimani,3.396334,1376.4,-2.7,30.5,13.9,0.61,Volcanic,4.8580375,0.032700405,8.8,cassava,3.9889948,0.45329487
24808,24808,456.02365,-10.877317,-7.925581,Rural_Akatsi,6.902941,1826.1,-5.6,31.6,13.0,0.65,Silt,5.7177725,0.10989825,2.4,banana,1.2461678,0.51923656
24809,24809,935.4006,-4.303511,-4.0966587,Rural_Kilimani,7.8777695,801.0,-2.1,26.7,12.3,0.58,Rocky,5.9136596,0.2129605,4.0,potato,2.3455133,0.58637834
24810,24810,712.18713,-3.4158897,-6.4931135,Rural_Kilimani,3.4939036,471.7,-4.3,30.5,13.1,0.54,Sandy,6.6755986,0.20414849,12.0,maize,6.2023616,0.51686347
24811,24811,542.5906,-1.7352661,-4.803883,Rural_Kilimani,7.263414,371.8,-6.0,29.8,11.9,0.54,Loamy,4.847196,0.07264326,2.4,cassava,1.1853075,0.49387813
24812,24812,688.1885,-7.714321,-4.402972,Rural_Hawassa,15.425227,1025.0,-4.1,31.5,13.7,0.62,Sandy,5.1835384,0.074816,1.7,cassava,0.9530363,0.5606096
24813,24813,596.46747,-13.873604,-6.3850026,Rural_Hawassa,4.3257117,1730.0,-4.3,32.3,14.0,0.64,Silt,6.4811,4.381387e-08,4.4,wheat,2.4703496,0.5614431
24814,24814,664.55994,-9.994202,-0.88486844,Rural_Sokoto,3.8154547,2002.6,-3.4,30.6,13.6,0.65,Volcanic,4.0279913,0.21303262,14.5,tea,10.68428,0.7368469
24815,24815,672.342,-8.633482,-1.0380253,Rural_Sokoto,8.266268,1674.6,-3.7,30.7,13.5,0.64,Volcanic,4.9236145,0.10565749,2.3,banana,1.1328425,0.49254024
24816,24816,839.38074,-10.652033,-0.1325978,Rural_Sokoto,3.1771355,2326.4,-1.6,29.4,13.9,0.68,Volcanic,5.360861,0.37012783,13.5,banana,7.0524917,0.5224068
24817,24817,786.50885,-5.258718,-5.596695,Rural_Kilimani,16.138666,555.8,-3.6,31.0,13.7,0.58,Sandy,4.9833856,0.31028628,0.6,tea,0.27428004,0.45713338
24818,24818,500.6019,-0.3204784,-3.447994,Rural_Kilimani,16.216415,605.6,-6.2,31.9,12.85,0.59,Loamy,6.27875,0.004166886,1.8,potato,1.126963,0.6260906
24819,24819,628.1346,-5.5921392,-7.038172,Rural_Amanzi,1.9919575,502.8,-5.1,32.2,13.55,0.54,Loamy,5.958866,0.4049638,10.8,wheat,6.919197,0.6406664
24820,24820,571.6036,-5.3758664,-0.0064685927,Rural_Kilimani,6.165811,1142.9,-5.1,33.3,14.1,0.6,Loamy,6.688095,0.87918526,4.8,wheat,2.3621273,0.49210986
24821,24821,607.68866,-2.0822043,-3.9615202,Rural_Kilimani,17.448565,560.0,-5.3,30.6,12.65,0.59,Loamy,6.2210016,0.105769165,0.8,potato,0.5070237,0.6337796
24822,24822,653.9647,-5.614668,-7.889544,Rural_Amanzi,11.380332,645.1,-4.8,32.9,14.05,0.58,Sandy,5.0541835,0.34088907,4.3,potato,2.419824,0.56274974
24823,24823,551.8206,-7.047478,-3.366911,Rural_Hawassa,26.460083,803.7,-5.6,32.0,13.2,0.63,Loamy,6.3320174,0.18080544,1.4,wheat,0.97905165,0.69932264
24824,24824,530.8087,-5.583128,0.23678058,Rural_Sokoto,16.428877,1128.6,-5.5,33.7,14.1,0.63,Loamy,5.171058,0.8906177,1.5,banana,0.45640153,0.30426767
24825,24825,640.386,-8.705573,-5.6912923,Rural_Hawassa,2.9019673,1283.4,-4.4,29.7,12.65,0.6,Volcanic,4.4738216,0.13032925,8.9,cassava,3.4478643,0.38740048
24826,24826,302.84464,-11.183704,-6.7633905,Rural_Hawassa,25.697649,1674.9,-7.0,35.2,14.1,0.7,Silt,6.8358145,0.028366433,0.8,wheat,0.39909,0.49886248
24827,24827,204.77866,-12.436288,-7.258898,Rural_Akatsi,7.7124033,1622.5,-8.0,35.2,13.6,0.64,Silt,6.780081,0.0037387882,5.0,rice,2.5035641,0.5007128
24828,24828,380.71686,-10.881824,-8.542713,Rural_Akatsi,12.317688,1786.7,-6.2,32.0,12.9,0.67,Silt,7.108012,0.13093889,1.7,banana,0.6607758,0.38869163
24829,24829,911.2569,-6.975387,-7.722873,Rural_Amanzi,9.414717,1161.3,-2.0,29.3,13.65,0.61,Rocky,4.6367183,0.16134568,2.9,tea,1.3315387,0.4591513
24830,24830,580.6723,-8.980421,-6.9345655,Rural_Akatsi,5.999847,1381.1,-4.8,30.9,13.05,0.61,Peaty,4.5286875,0.04003697,3.5,tea,2.2255192,0.63586265
24831,24831,553.77734,-8.998444,-6.466086,Rural_Akatsi,7.0949183,1328.3,-5.1,30.9,12.9,0.61,Peaty,5.5794473,0.06358204,4.1,cassava,2.0785365,0.50696015
24832,24832,628.28516,-9.881559,-2.4659882,Rural_Hawassa,17.665663,1820.5,-3.9,33.0,14.55,0.68,Silt,6.6948156,0.116921715,0.8,wheat,0.4335152,0.541894
24833,24833,625.1454,-5.731816,-8.2318945,Rural_Amanzi,21.188023,685.2,-5.0,28.7,11.85,0.61,Loamy,5.6791387,0.20446426,1.0,potato,0.6736277,0.6736277
24834,24834,626.87463,-5.5741167,-7.7904425,Rural_Amanzi,26.516848,596.6,-5.1,31.5,13.2,0.62,Loamy,5.8621445,0.37579113,1.9,potato,1.224598,0.6445253
24835,24835,618.1203,-2.3345232,-4.862443,Rural_Kilimani,33.75059,429.1,-5.3,30.3,12.5,0.63,Loamy,5.7156744,0.12843731,1.1,wheat,0.721935,0.6563045
24836,24836,832.44055,-7.7638836,-8.146307,Rural_Akatsi,12.857649,1365.0,-2.5,29.2,13.35,0.64,Volcanic,5.212758,0.091314,1.1,cassava,0.5391336,0.49012145
24837,24837,532.84375,-1.2035943,-6.263378,Rural_Kilimani,11.474673,269.9,-6.2,28.9,11.35,0.55,Loamy,6.5250955,0.10841919,4.9,maize,3.011198,0.6145302
24838,24838,475.60007,-8.890306,-6.191304,Rural_Hawassa,2.691568,1197.1,-5.9,35.7,14.9,0.59,Loamy,6.5028586,0.08842938,6.5,wheat,4.270667,0.6570257
24839,24839,806.89557,-3.6096344,-1.848856,Rural_Kilimani,4.203388,1136.2,-2.9,30.5,13.8,0.59,Sandy,5.735142,0.5040034,2.3,wheat,0.9241203,0.40179145
24840,24840,747.8926,-7.8359747,-6.407526,Rural_Akatsi,10.399069,1118.9,-3.5,28.5,12.5,0.61,Sandy,5.1795087,0.315385,3.9,wheat,1.5136327,0.38811094
24841,24841,690.05347,-7.6197014,-5.42552,Rural_Hawassa,1.7871736,956.9,-4.2,30.3,13.05,0.57,Sandy,6.162805,0.27226165,13.2,maize,6.3095317,0.4779948
24842,24842,652.3056,-8.683045,-2.6686957,Rural_Hawassa,2.6529484,1483.0,-4.0,30.1,13.05,0.61,Volcanic,4.8436737,0.04111044,9.6,cassava,3.9035265,0.40661734
24843,24843,508.11435,-6.34459,-1.3713667,Rural_Sokoto,4.950021,963.1,-5.8,31.8,13.0,0.58,Loamy,5.189828,0.85253215,3.2,cassava,1.6594796,0.51858735
24844,24844,533.3881,-1.2937081,-3.8353908,Rural_Kilimani,6.543449,536.7,-6.0,30.6,12.3,0.55,Loamy,5.782605,0.034647744,4.4,potato,2.9803288,0.6773475
24845,24845,852.82904,-3.911516,-6.3309474,Rural_Kilimani,18.485407,592.3,-3.1,29.9,13.4,0.59,Rocky,4.25495,0.22116537,1.4,tea,0.5696952,0.4069251
24846,24846,651.6601,-6.862745,-2.222739,Rural_Hawassa,24.913067,1032.5,-4.6,28.2,11.8,0.65,Sandy,5.4545846,0.6076861,0.6,cassava,0.31320006,0.52200013
24847,24847,767.5251,-9.102075,-2.258776,Rural_Hawassa,27.817389,1770.1,-2.7,29.9,13.6,0.71,Volcanic,5.5885186,0.038769655,0.8,coffee,0.45124274,0.5640534
24848,24848,724.1338,-8.980421,-7.385027,Rural_Akatsi,5.7628083,1567.2,-3.3,29.7,13.2,0.63,Volcanic,5.0839415,0.048621573,4.4,banana,2.1336777,0.48492676
24849,24849,626.8357,-8.16489,-6.848978,Rural_Akatsi,34.289753,1155.6,-4.4,33.9,14.75,0.69,Loamy,5.7434525,0.14233091,0.6,cassava,0.38610172,0.6435029
24850,24850,759.66504,-5.46598,-4.276843,Rural_Kilimani,37.418747,628.1,-3.8,32.2,14.2,0.66,Sandy,5.439697,0.23021649,1.3,potato,0.8159683,0.6276679
24851,24851,388.13947,-14.56748,-7.6102576,Rural_Hawassa,4.3519387,1262.8,-6.6,31.7,12.55,0.6,Peaty,5.2228384,5.188662e-10,4.4,cassava,2.1469007,0.48793197
24852,24852,823.6496,-6.8086767,-8.159821,Rural_Amanzi,12.37985,1100.0,-2.7,29.7,13.5,0.61,Sandy,6.331854,0.12902798,2.0,coffee,0.75882107,0.37941054
24853,24853,825.5176,-4.3846135,-5.2183075,Rural_Kilimani,4.5112805,574.9,-3.3,29.1,12.9,0.55,Sandy,5.1636095,0.26570082,2.5,potato,1.5435477,0.6174191
