unnamed:_0,field_id,elevation,latitude,longitude,location,slope,rainfall,min_temperature_c,max_temperature_c,ave_temps,soil_fertility,soil_type,ph,pollution_level,plot_size,chosen_crop,annual_yield,standard_yield
19079,19079,604.8918,-5.776873,-4.0696306,Rural_Hawassa,4.3726959228515625,524.0,-5.3,29.600000381469727,12.149999618530273,0.55,Loamy,4.8379564,0.2059287,3.1,maize,1.6292500495910645,0.52556455
19080,19080,845.37286,-8.070271,0.35840517,Rural_Sokoto,7.177348613739014,1834.5,-1.9,31.200000762939453,14.649999618530273,0.65,Volcanic,4.7574153,0.18194932,4.1,tea,3.2713522911071777,0.7978908
19081,19081,824.00415,-2.5012338,-1.0019884,Rural_Kilimani,8.484399795532227,1402.4,-2.5,28.899999618530273,13.199999809265137,0.62,Volcanic,5.1291614,0.18815714,4.3,tea,2.9126906394958496,0.67736995
19082,19082,523.98615,-1.8163686,-4.222788,Rural_Kilimani,21.276926040649414,436.3,-6.1,30.700000762939453,12.300000190734863,0.59,Loamy,6.0941753,0.06272932,2.0,potato,1.2479356527328491,0.6239678
19083,19083,377.07962,-11.152164,-8.137298,Rural_Akatsi,6.51772403717041,1798.6,-6.2,33.099998474121094,13.449999809265137,0.65,Silt,6.0244617,0.23124045,2.5,rice,1.4531762599945068,0.58127046
19084,19084,736.244,-7.67377,1.2548234,Rural_Sokoto,6.195372104644775,1664.8,-3.0,31.5,14.25,0.64,Volcanic,5.466637,0.14650486,2.9,tea,2.2531895637512207,0.7769619
19085,19085,775.8221,-3.3483043,-1.0695577,Rural_Kilimani,1.8114042282104492,1274.4,-3.1,28.799999237060547,12.850000381469727,0.59,Volcanic,4.3968472,0.4666399,13.8,tea,7.778502941131592,0.5636596
19086,19086,962.6319,-2.9968603,-7.493138,Rural_Kilimani,39.34956741333008,807.3,-1.8,27.299999237060547,12.75,0.68,Sandy,5.621938,0.0793448,1.7,potato,1.1117072105407715,0.65394545
19087,19087,693.05237,-7.8494916,-5.704806,Rural_Hawassa,7.404088973999023,1038.6,-4.1,29.0,12.449999809265137,0.59,Sandy,6.096609,0.33804065,4.8,cassava,2.6654934883117676,0.55531114
19088,19088,617.0458,-2.1137443,-4.8939753,Rural_Kilimani,15.010967254638672,430.4,-5.3,32.79999923706055,13.75,0.57,Loamy,5.481967,0.11696384,1.8,potato,1.2189606428146362,0.6772004
19089,19089,599.9306,-5.3848777,-1.8893975,Rural_Hawassa,5.99894380569458,876.2,-5.1,32.70000076293945,13.800000190734863,0.58,Loamy,5.5055184,0.7766595,3.2,cassava,1.7963882684707642,0.5613713
19090,19090,677.41754,-2.6138763,-4.623698,Rural_Kilimani,11.46845531463623,510.5,-4.7,28.700000762939453,12.0,0.57,Sandy,5.609608,0.12582284,4.9,wheat,2.502229690551758,0.5106591
19091,19091,850.2521,-10.827755,-0.23620394,Rural_Sokoto,1.778427243232727,2355.9,-1.4,29.799999237060547,14.199999809265137,0.68,Volcanic,4.078741,0.3559299,13.2,tea,7.0174126625061035,0.5316222
19092,19092,692.27264,-2.3750746,-2.9254587,Rural_Kilimani,12.706608772277832,849.2,-4.2,32.29999923706055,14.050000190734863,0.6,Sandy,6.22717,0.27936202,1.9,maize,0.9513558149337769,0.5007136
19093,19093,752.4112,-2.6589332,-7.839993,Rural_Kilimani,14.599726676940918,626.0,-3.9,29.899999618530273,13.0,0.58,Sandy,4.536405,0.039919496,1.4,potato,0.7839195132255554,0.5599425
19094,19094,588.1266,-8.624471,-2.3173358,Rural_Hawassa,30.23893928527832,1435.0,-4.6,28.600000381469727,12.0,0.69,Silt,6.267291,0.069024645,1.6,wheat,0.9110381007194519,0.5693988
19095,19095,876.2117,-4.6955066,-6.2453594,Rural_Kilimani,2.8989481925964355,630.1,-2.8,29.0,13.100000381469727,0.55,Rocky,5.7337527,0.297669,13.9,maize,7.869505301117897,0.57439244
19096,19096,681.21344,-8.885801,-7.704855,Rural_Akatsi,12.338327407836914,1520.4,-3.7,28.399999618530273,12.350000381469727,0.65,Volcanic,3.7053785,0.08256217,1.3,coffee,0.5608684420585632,0.43143728
19097,19097,618.3592,-8.543368,-5.317409,Rural_Hawassa,1.7355984449386597,1204.6,-4.6,32.0,13.699999809265137,0.59,Peaty,4.414547,0.3206254,6.4,cassava,2.4719831943511963,0.38624737
19098,19098,908.98737,-3.780851,-3.8263817,Rural_Kilimani,12.196208000183105,830.2,-2.3,29.5,13.600000381469727,0.59,Rocky,5.6572785,0.22459754,1.7,potato,1.0165307521820068,0.5979592
19099,19099,483.91074,-9.255268,-3.263305,Rural_Hawassa,5.5637383460998535,1415.2,-5.7,28.600000381469727,11.449999809265137,0.62,Silt,6.8733015,0.0063198595,3.6,wheat,1.9745150804519653,0.5484764
19100,19100,751.48706,-7.799929,-3.866923,Rural_Hawassa,5.1738128662109375,1165.2,-3.4,30.799999237060547,13.699999809265137,0.6,Sandy,6.7983446,0.055283416,2.1,coffee,0.8037540912628174,0.38274005
19101,19101,664.12305,-7.5340934,-2.8263574,Rural_Hawassa,8.957382202148438,1127.6,-4.2,30.799999237060547,13.300000190734863,0.61,Sandy,5.9323015,0.21843396,4.9,wheat,2.347412586212158,0.4790638
19102,19102,654.4159,-6.02018,-6.8444734,Rural_Amanzi,32.3884162902832,574.9,-4.8,31.799999237060547,13.5,0.64,Sandy,4.77753,0.3621951,0.7,potato,0.3691912591457367,0.52741605
19103,19103,599.9257,-5.4479575,0.7412974,Rural_Kilimani,10.257425308227539,1225.0,-4.7,31.700000762939453,13.5,0.62,Silt,6.2362113,0.6771954,4.9,banana,1.3949105739593506,0.28467563
19104,19104,963.83936,-1.6541636,-2.0876005,Rural_Kilimani,8.201262474060059,1387.5,-1.3,29.700000762939453,14.199999809265137,0.62,Volcanic,4.6052465,0.103258066,4.7,cassava,2.1758294105529785,0.46294242
19105,19105,692.8092,-2.2038581,-3.8263817,Rural_Kilimani,2.568223714828491,668.8,-4.4,28.899999618530273,12.25,0.55,Sandy,5.064764,0.13597113,10.3,potato,6.161459445953369,0.5981999
19106,19106,853.48865,-3.6321628,-3.8173726,Rural_Kilimani,15.621785163879395,778.8,-2.8,27.399999618530273,12.300000190734863,0.6,Rocky,4.6290674,0.22928257,0.5,potato,0.2511366009712219,0.5022732
19107,19107,664.5379,-9.836502,-5.3849783,Rural_Hawassa,11.354869842529297,1702.3,-3.7,32.79999923706055,14.550000190734863,0.66,Volcanic,5.791268,0.10821016,2.3,cassava,1.0413272380828857,0.45275098
19108,19108,402.39825,-12.427276,-8.794971,Rural_Akatsi,17.43179702758789,1853.8,-6.0,34.099998474121094,14.050000190734863,0.69,Silt,5.73751,0.021181058,1.0,coffee,0.5361840724945068,0.5361841
19109,19109,712.86865,-3.3798442,-0.92090535,Rural_Kilimani,10.211065292358398,1233.0,-3.7,30.5,13.399999618530273,0.62,Volcanic,4.831679,0.47389767,3.4,tea,2.089888095855713,0.614673
19110,19110,772.44525,-4.8126545,-1.5650651,Rural_Kilimani,22.54802894592285,1111.2,-3.3,32.900001525878906,14.800000190734863,0.65,Sandy,6.459153,0.8053355,1.8,coffee,0.3776414096355438,0.20980078
19111,19111,620.0654,-9.647264,-1.9074159,Rural_Sokoto,5.706264495849609,1799.2,-4.0,29.200000762939453,12.600000381469727,0.65,Silt,5.789868,0.27549508,3.1,cassava,1.2973779439926147,0.41850904
19112,19112,582.1209,-6.8266993,-0.38485622,Rural_Sokoto,12.531075477600098,1252.0,-4.9,30.399999618530273,12.75,0.63,Silt,5.7250304,0.7795184,1.7,banana,0.43602606654167175,0.2564859
19113,19113,723.63165,-8.804699,-7.668818,Rural_Akatsi,23.046842575073242,1534.1,-3.3,27.399999618530273,12.050000190734863,0.68,Volcanic,4.644055,0.075091615,0.5,tea,0.3797321617603302,0.7594643
19114,19114,738.6256,-7.7323437,1.376448,Rural_Sokoto,2.5571231842041016,1671.9,-3.1,30.5,13.699999809265137,0.63,Volcanic,4.560577,0.11775064,10.2,tea,7.869505301117897,0.78309375
19115,19115,800.69214,-11.026006,-0.34431466,Rural_Sokoto,2.463076114654541,2317.1,-1.9,33.29999923706055,15.699999809265137,0.67,Volcanic,4.8843074,0.34347293,6.1,tea,3.9662699699401855,0.65020823
19116,19116,457.4035,-12.949937,-9.024707,Rural_Akatsi,7.915857791900635,1835.0,-5.5,36.599998474121094,15.550000190734863,0.66,Silt,6.7731633,0.00058286585,4.7,banana,2.231289863586426,0.47474253
19117,19117,736.57434,-5.979629,-5.844449,Rural_Amanzi,3.177253484725952,593.9,-4.1,29.700000762939453,12.800000190734863,0.55,Sandy,5.400533,0.27364144,10.7,wheat,5.166479110717773,0.4828485
19118,19118,806.8075,-2.1452842,-0.8037854,Rural_Kilimani,3.119748592376709,1456.0,-2.6,33.20000076293945,15.300000190734863,0.61,Volcanic,5.014923,0.11541784,7.1,tea,5.003234386444092,0.7046809
19119,19119,686.49316,-14.549458,-5.9795876,Rural_Hawassa,11.334651947021484,1582.1,-3.6,31.399999618530273,13.899999618530273,0.65,Volcanic,4.254277,9.892833e-09,3.6,cassava,1.3627923727035522,0.37855342
19120,19120,298.55145,-11.174693,-7.3354764,Rural_Hawassa,34.72393035888672,1716.6,-6.8,33.900001525878906,13.550000190734863,0.73,Silt,6.4268484,0.037918177,1.5,rice,0.8580054044723511,0.5720036
19121,19121,711.7394,-5.0739846,-1.4524498,Rural_Kilimani,10.163073539733887,1069.7,-3.9,30.5,13.300000190734863,0.6,Sandy,5.587347,0.8672351,2.9,potato,1.3177752494812012,0.45440525
19122,19122,434.47635,-10.679068,-8.767943,Rural_Akatsi,10.682823181152344,1824.4,-5.7,32.0,13.149999618530273,0.66,Silt,7.0194287,0.0848401,3.3,coffee,1.587408423423767,0.48103285
19123,19123,648.4501,-10.37268,0.06560524,Rural_Sokoto,15.441216468811035,2095.3,-3.5,29.299999237060547,12.899999618530273,0.7,Volcanic,5.3814487,0.38152793,0.6,banana,0.32385876774787903,0.53976464
19124,19124,822.47156,-3.9881127,-1.2542468,Rural_Kilimani,4.901504039764404,1252.6,-2.7,29.399999618530273,13.350000381469727,0.6,Volcanic,4.3452578,0.7060975,4.3,cassava,1.4489871263504028,0.33697373
19125,19125,617.111,-6.37613,-4.218283,Rural_Hawassa,6.879961967468262,628.5,-5.0,32.0,13.5,0.56,Loamy,5.051452,0.17747413,3.7,potato,2.4480714797973633,0.66164094
19126,19126,657.4418,-8.160384,-5.353446,Rural_Hawassa,2.706517219543457,1105.0,-4.4,29.399999618530273,12.5,0.58,Sandy,6.3290997,0.31551728,13.9,maize,6.631442070007324,0.4450632
19127,19127,898.7118,-7.155615,-7.339981,Rural_Akatsi,20.853538513183594,1148.5,-2.1,29.299999237060547,13.600000381469727,0.64,Sandy,6.199624,0.15045238,1.9,coffee,0.7475908398628235,0.39346886
19128,19128,252.38348,-12.846306,-6.5291505,Rural_Hawassa,18.588272094726562,1616.3,-7.5,31.399999618530273,11.949999809265137,0.67,Silt,6.1100626,6.7067826e-06,1.5,banana,0.6481612920761108,0.43210754
19129,19129,610.33215,-1.9064825,-4.439009,Rural_Kilimani,20.219104766845703,488.8,-5.3,33.0,13.850000381469727,0.59,Loamy,4.890444,0.06758947,1.5,potato,0.9644763469696045,0.6429843
19130,19130,521.3515,-1.2621683,-3.5110586,Rural_Kilimani,10.777119636535645,596.7,-6.0,29.5,11.75,0.57,Loamy,6.3712873,0.042395543,3.4,wheat,2.528817892074585,0.74377
19131,19131,613.16235,-1.1315032,-2.9750094,Rural_Kilimani,10.65046215057373,829.2,-5.0,33.400001525878906,14.199999809265137,0.59,Loamy,4.8506413,0.042600624,2.7,cassava,1.5227090120315552,0.5639663
19132,19132,454.18564,-11.449541,-9.011193,Rural_Akatsi,3.7705986499786377,1938.0,-5.4,29.399999618530273,12.0,0.65,Silt,5.676171,0.08650425,9.8,banana,5.4828386306762695,0.55947334
19133,19133,665.41724,-7.772895,-3.447994,Rural_Hawassa,4.086889743804932,1113.5,-4.2,31.600000381469727,13.699999809265137,0.59,Sandy,4.8923993,0.07219418,6.4,tea,3.994990110397339,0.6242172
19134,19134,751.82684,-3.704254,-6.8039317,Rural_Kilimani,17.85378646850586,529.3,-3.9,31.200000762939453,13.649999618530273,0.59,Sandy,4.977526,0.1821905,1.8,tea,0.9118661880493164,0.50659233
19135,19135,762.6572,-4.055698,-0.47945312,Rural_Kilimani,1.725731611251831,1314.7,-3.2,29.799999237060547,13.300000190734863,0.6,Volcanic,4.3880568,0.6773468,12.7,tea,6.174915790557861,0.48621383
19136,19136,715.9727,-2.4922225,-7.159796,Rural_Kilimani,18.512168884277344,490.3,-4.5,30.799999237060547,13.149999618530273,0.59,Sandy,5.731038,0.1373638,1.6,wheat,0.8446205258369446,0.5278878
19137,19137,875.228,-4.8757343,-3.8173726,Rural_Kilimani,6.0270891189575195,779.9,-2.6,28.799999237060547,13.100000381469727,0.57,Rocky,4.988114,0.20364681,3.7,potato,2.1154911518096924,0.57175434
19138,19138,465.15396,-11.318875,-5.3714643,Rural_Hawassa,22.6662654876709,1843.5,-5.4,35.20000076293945,14.899999618530273,0.7,Silt,5.4241056,0.01771967,0.9,rice,0.5554353594779968,0.61715037
19139,19139,579.9434,-5.7408276,-1.1956868,Rural_Kilimani,10.04518985748291,1005.7,-5.1,32.29999923706055,13.600000381469727,0.6,Loamy,5.1281176,0.9108365,4.7,cassava,2.4494378566741943,0.52115697
19140,19140,828.83813,-2.0416532,-1.0695577,Rural_Kilimani,10.426191329956055,1440.0,-2.5,32.900001525878906,15.199999809265137,0.63,Volcanic,4.117998,0.10738627,4.9,tea,3.0124690532684326,0.6147896
19141,19141,348.65286,-13.251818,-6.988621,Rural_Hawassa,13.372211456298828,1642.6,-6.6,33.599998474121094,13.5,0.66,Silt,6.591384,5.7286375e-06,0.7,wheat,0.36853861808776855,0.5264837
19142,19142,662.2999,-6.14634,-2.9299634,Rural_Hawassa,1.5337352752685547,810.4,-4.6,29.5,12.449999809265137,0.56,Sandy,4.999329,0.47272858,7.8,wheat,2.792229652404785,0.35797817
19143,19143,466.40588,-13.634802,-6.484104,Rural_Hawassa,4.932197093963623,1667.3,-5.5,30.200000762939453,12.350000381469727,0.63,Silt,7.0211954,9.732428e-08,4.1,banana,1.6333568096160889,0.39837968
19144,19144,638.54553,-10.345646,-1.6641667,Rural_Sokoto,12.730607032775879,1993.6,-3.7,31.200000762939453,13.75,0.68,Volcanic,5.3559422,0.11852942,1.6,banana,0.9815044403076172,0.6134403
19145,19145,485.31702,-10.764675,-7.128264,Rural_Hawassa,5.141626834869385,1807.1,-5.2,32.0,13.399999618530273,0.64,Silt,6.539971,0.03260644,3.4,banana,1.7014471292495728,0.50042564
19146,19146,698.2083,-8.962398,-7.713864,Rural_Akatsi,11.717979431152344,1564.4,-3.5,29.700000762939453,13.100000381469727,0.65,Volcanic,5.3495092,0.08612633,3.0,tea,2.3381175994873047,0.7793726
19147,19147,634.4189,-6.0156746,-3.5696187,Rural_Hawassa,5.636542320251465,673.4,-4.8,30.200000762939453,12.699999809265137,0.56,Loamy,5.292561,0.30165562,4.2,wheat,2.4915969371795654,0.59323734
19148,19148,790.03217,-3.6817255,-1.8623698,Rural_Kilimani,2.6912007331848145,1111.9,-3.1,28.799999237060547,12.850000381469727,0.58,Sandy,5.0213614,0.5159138,9.7,wheat,3.1985015869140625,0.32974243
19149,19149,725.74963,-10.246521,-0.8488315,Rural_Sokoto,4.852994441986084,2116.3,-2.8,29.799999237060547,13.5,0.67,Volcanic,4.5215316,0.24988897,3.9,tea,2.89192533493042,0.74151933
19150,19150,507.7975,-7.5431046,-1.3623575,Rural_Sokoto,4.667052745819092,1189.1,-5.6,34.5,14.449999809265137,0.6,Loamy,6.0678625,0.5214125,4.0,wheat,2.151698589324951,0.53792465
19151,19151,647.9563,-6.5608635,0.46651593,Rural_Sokoto,12.17704963684082,1352.3,-4.2,31.299999237060547,13.550000190734863,0.63,Volcanic,4.743988,0.77501506,1.3,tea,0.7211900949478149,0.55476165
19152,19152,853.0601,-3.7943678,-4.934517,Rural_Kilimani,8.699483871459961,630.6,-3.0,29.399999618530273,13.199999809265137,0.57,Rocky,5.3160434,0.20665655,3.2,wheat,1.7444472312927246,0.54513973
19153,19153,408.64337,-9.764411,-6.8399687,Rural_Akatsi,1.1764273643493652,1455.4,-6.3,32.79999923706055,13.25,0.61,Peaty,4.91824,0.080596246,9.9,banana,4.023163318634033,0.40638012
19154,19154,830.3532,-4.88024,-5.754357,Rural_Kilimani,6.915938854217529,577.8,-3.2,31.100000381469727,13.949999809265137,0.56,Sandy,6.351074,0.30432495,3.0,maize,1.679052710533142,0.5596842
19155,19155,546.23193,-9.5436325,-7.4300733,Rural_Akatsi,18.24881362915039,1574.4,-4.9,30.399999618530273,12.75,0.67,Silt,6.275028,0.047884483,1.4,wheat,0.7747316360473633,0.5533798
19156,19156,632.64056,-5.411912,-7.1237593,Rural_Amanzi,11.445255279541016,495.8,-5.1,31.600000381469727,13.25,0.57,Loamy,5.0540276,0.4218391,2.7,maize,1.3327126502990723,0.49359727
19157,19157,540.7868,-8.818215,-2.8308618,Rural_Hawassa,12.038215637207031,1384.9,-5.1,31.399999618530273,13.149999618530273,0.63,Silt,6.749756,0.024279328,1.9,wheat,1.0823043584823608,0.5696339
19158,19158,506.58936,-6.975387,-3.4750218,Rural_Hawassa,6.212578773498535,723.4,-6.0,33.5,13.75,0.57,Loamy,5.165723,0.18030004,3.2,potato,2.0507009029388428,0.640844
19159,19159,430.6942,-9.935628,-4.551625,Rural_Hawassa,4.78247594833374,1503.6,-6.0,33.599998474121094,13.800000190734863,0.62,Silt,6.9697237,0.029010125,2.3,rice,1.3840214014053345,0.60174847
19160,19160,377.83737,-10.809732,-7.0651994,Rural_Hawassa,17.88759994506836,1700.9,-6.3,32.20000076293945,12.949999809265137,0.68,Silt,6.9723473,0.035052005,1.6,wheat,0.7905736565589905,0.49410853
19161,19161,970.1327,-4.7811146,-4.1372,Rural_Kilimani,1.915553331375122,830.8,-1.7,29.0,13.649999618530273,0.56,Rocky,4.5761023,0.22153623,5.3,tea,2.1300482749938965,0.4018959
19162,19162,595.76855,-1.7577945,-4.31288,Rural_Kilimani,10.201943397521973,498.2,-5.4,30.200000762939453,12.399999618530273,0.56,Loamy,5.4308906,0.05603396,2.3,maize,1.3490662574768066,0.58655053
19163,19163,820.85895,-4.096249,-4.6822586,Rural_Kilimani,13.890030860900879,613.4,-3.3,27.799999237060547,12.25,0.58,Sandy,4.670358,0.22205468,1.3,wheat,0.6052142977714539,0.46554947
19164,19164,714.4654,-2.2534208,-5.984092,Rural_Kilimani,14.283684730529785,464.9,-4.4,29.299999237060547,12.449999809265137,0.57,Sandy,4.615277,0.34884384,1.3,potato,0.6528245210647583,0.5021727
19165,19165,375.211,-11.990224,-8.731907,Rural_Akatsi,4.9338555335998535,1854.1,-6.2,35.900001525878906,14.850000381469727,0.65,Silt,6.752156,0.104530305,2.8,wheat,1.3894147872924805,0.49621958
19166,19166,767.55615,-8.106317,-0.23169932,Rural_Sokoto,25.622333526611328,1720.1,-2.8,27.799999237060547,12.5,0.7,Volcanic,5.576051,0.20520385,2.0,coffee,1.0714190006256104,0.5357095
19167,19167,532.71265,-5.6642303,-1.6461483,Rural_Hawassa,6.227016925811768,869.3,-5.7,31.799999237060547,13.050000190734863,0.58,Loamy,6.174506,0.8722693,2.3,maize,1.1116974353790283,0.48334673
19168,19168,436.70215,-11.305359,-5.3264184,Rural_Hawassa,4.581396579742432,1805.8,-5.7,29.700000762939453,12.0,0.64,Silt,6.0029225,0.016745746,4.0,coffee,2.141434907913208,0.5353587
19169,19169,667.2647,-7.0429726,-0.078542426,Rural_Sokoto,2.3656814098358154,1400.2,-4.0,30.600000381469727,13.300000190734863,0.61,Volcanic,4.5023737,0.6710514,11.1,tea,6.254633903503418,0.56348056
19170,19170,709.4277,-8.58392,-4.695772,Rural_Hawassa,33.466243743896484,1329.4,-3.6,31.100000381469727,13.75,0.7,Volcanic,5.047682,0.1005337,1.9,banana,0.8536532521247864,0.44929117
19171,19171,512.44385,-10.967431,-9.520214,Rural_Akatsi,14.722902297973633,1987.8,-4.8,33.099998474121094,14.149999618530273,0.69,Silt,5.7733583,0.020957517,1.6,coffee,0.8730055689811707,0.5456285
19172,19172,767.43134,-1.7713116,-6.430049,Rural_Kilimani,17.553329467773438,524.2,-3.9,28.0,12.050000190734863,0.59,Sandy,4.9939075,0.24141268,1.0,tea,0.4974799156188965,0.49747992
19173,19173,751.2621,-4.5378075,-1.0920807,Rural_Kilimani,14.276827812194824,1183.6,-3.4,30.0,13.300000190734863,0.63,Sandy,5.839114,0.83849615,0.5,coffee,0.10440308600664139,0.20880617
19174,19174,394.09995,-14.351207,-7.9075623,Rural_Hawassa,9.145325660705566,1352.4,-6.5,31.0,12.25,0.62,Silt,5.813339,2.8677531e-09,3.2,rice,2.065574884414673,0.64549214
19175,19175,515.80035,-7.182649,-1.6236252,Rural_Sokoto,3.2786896228790283,1077.2,-5.6,31.5,12.949999809265137,0.58,Loamy,4.898977,0.67555916,13.9,wheat,5.655553340911865,0.39274675
19176,19176,591.0283,-4.776609,-7.3895316,Rural_Kilimani,10.889833450317383,434.3,-5.5,31.200000762939453,12.850000381469727,0.56,Loamy,6.5246034,0.41851062,4.0,potato,2.1041173934936523,0.52602935
19177,19177,897.3658,-4.2404313,-3.015551,Rural_Kilimani,7.037374496459961,953.5,-2.3,27.600000381469727,12.649999618530273,0.59,Rocky,5.3518724,0.2699148,2.9,potato,1.5552598237991333,0.5362965
19178,19178,723.65656,-8.701068,-7.6868362,Rural_Akatsi,9.237564086914062,1501.2,-3.4,33.599998474121094,15.100000381469727,0.63,Volcanic,4.4576497,0.073595054,2.1,cassava,0.7693007588386536,0.3663337
19179,19179,581.5677,-7.7954235,-1.7993052,Rural_Sokoto,18.994184494018555,1265.1,-4.9,32.400001525878906,13.75,0.65,Silt,6.2519836,0.3979112,0.5,coffee,0.18374447524547577,0.36748895
19180,19180,556.04663,-6.493278,-2.150665,Rural_Hawassa,5.435577869415283,907.4,-5.3,32.79999923706055,13.75,0.58,Loamy,5.173773,0.675414,4.3,cassava,2.3037033081054688,0.53574497
19181,19181,836.7295,-1.1675488,-2.2903082,Rural_Kilimani,18.015256881713867,1240.4,-2.6,27.700000762939453,12.550000190734863,0.64,Volcanic,4.5447817,0.045328084,1.6,tea,1.0290184020996094,0.6431365
19182,19182,846.1705,-1.0594121,-2.4840066,Rural_Kilimani,4.798555374145508,1218.7,-2.4,28.600000381469727,13.100000381469727,0.6,Volcanic,4.8633323,0.03739064,2.6,tea,1.6884243488311768,0.649394
19183,19183,855.75433,-7.1195693,-7.853507,Rural_Akatsi,15.505520820617676,1160.2,-2.5,30.600000381469727,14.050000190734863,0.63,Sandy,5.6334825,0.11100522,0.8,cassava,0.483549028635025,0.6044363
19184,19184,353.94983,-10.039259,-3.6507018,Rural_Hawassa,9.155091285705566,1479.2,-6.9,32.29999923706055,12.699999809265137,0.63,Silt,6.004196,0.05689251,2.4,banana,1.027846097946167,0.4282692
19185,19185,781.423,-2.645416,-3.484031,Rural_Kilimani,13.090644836425781,806.9,-3.5,32.29999923706055,14.399999618530273,0.59,Sandy,5.236459,0.2526116,1.9,potato,1.1248503923416138,0.59202653
19186,19186,662.93445,-8.610954,-0.1641301,Rural_Sokoto,15.998144149780273,1734.9,-3.7,30.799999237060547,13.550000190734863,0.67,Volcanic,4.648105,0.12219424,1.6,tea,1.3564939498901367,0.8478087
19187,19187,337.22757,-11.156671,-6.380498,Rural_Hawassa,10.1362886428833,1697.7,-6.7,33.29999923706055,13.300000190734863,0.65,Silt,6.7213182,0.05826242,4.2,rice,2.335989236831665,0.5561879
19188,19188,662.1275,-7.8810315,-1.8173236,Rural_Sokoto,4.701031684875488,1369.1,-4.0,32.0,14.0,0.61,Volcanic,4.2099056,0.35607243,4.7,tea,3.061952590942383,0.6514793
19189,19189,348.06427,-12.102866,-8.767943,Rural_Akatsi,1.6441417932510376,1820.2,-6.5,30.899999618530273,12.199999809265137,0.63,Silt,6.312184,0.071251675,13.9,banana,7.288028240203857,0.49243432
19190,19190,662.43005,-8.656011,-2.2722898,Rural_Hawassa,1.3472113609313965,1527.6,-3.9,30.899999618530273,13.5,0.61,Volcanic,4.8609877,0.06695594,11.6,cassava,4.968629837036133,0.42833015
19191,19191,778.2477,-3.0374115,-1.1326222,Rural_Kilimani,12.862756729125977,1286.1,-3.1,29.399999618530273,13.149999618530273,0.63,Volcanic,5.4856706,0.3491338,1.3,tea,0.8145734667778015,0.62659496
19192,19192,387.5248,-0.06815957,-3.7543077,Rural_Kilimani,17.707090377807617,403.8,-7.4,31.799999237060547,12.199999809265137,0.58,Loamy,4.9162316,0.0016775965,1.3,potato,0.7924181818962097,0.60955244
19193,19193,621.15985,-1.7127376,-3.6642156,Rural_Kilimani,5.763681888580322,648.9,-5.1,32.099998474121094,13.5,0.56,Loamy,5.3729386,0.084127806,2.5,potato,1.7431625127792358,0.697265
19194,19194,597.0448,-5.276741,-0.33981007,Rural_Kilimani,1.4147560596466064,1130.6,-4.8,27.600000381469727,11.399999618530273,0.58,Loamy,6.1158113,0.8774639,13.9,wheat,6.89368200302124,0.4820757
19195,19195,741.38965,-4.862217,-8.155316,Rural_Amanzi,5.492748260498047,706.6,-3.9,28.399999618530273,12.25,0.56,Sandy,6.0748153,0.27961373,2.7,wheat,1.4838930368423462,0.54959
19196,19196,643.4001,-8.840744,-0.29926854,Rural_Sokoto,3.453918695449829,1760.0,-3.9,29.899999618530273,13.0,0.64,Volcanic,5.7183013,0.12439421,11.5,coffee,6.932178020477295,0.6027981
19197,19197,516.29407,-9.6112175,-3.2227633,Rural_Hawassa,9.04798698425293,1567.9,-5.2,31.600000381469727,13.199999809265137,0.64,Silt,7.428229,0.005631317,4.3,wheat,2.028522253036499,0.47174937
19198,19198,892.41,-3.0103772,-8.065224,Rural_Kilimani,12.873546600341797,806.5,-2.5,30.100000381469727,13.800000190734863,0.59,Rocky,4.0550222,0.03560072,1.4,tea,0.5546866655349731,0.39620477
19199,19199,848.12335,-4.3575797,-4.569643,Rural_Kilimani,7.18706750869751,649.6,-3.0,30.399999618530273,13.699999809265137,0.56,Rocky,4.915266,0.23412071,4.0,potato,2.197953462600708,0.54948837
19200,19200,740.8218,-3.1140082,-1.4794775,Rural_Kilimani,7.428115367889404,1173.5,-3.5,33.0,14.75,0.6,Sandy,6.140146,0.38673156,2.5,coffee,0.857197105884552,0.34287885
19201,19201,515.1754,-10.458288,-4.515588,Rural_Hawassa,8.444308280944824,1737.8,-5.0,31.100000381469727,13.050000190734863,0.65,Silt,6.0301824,0.12454214,2.3,coffee,1.1414616107940674,0.49628764
19202,19202,732.90564,-8.565897,-7.560707,Rural_Akatsi,24.738954544067383,1452.3,-3.3,31.799999237060547,14.25,0.68,Volcanic,5.1924343,0.05864078,0.6,banana,0.28265464305877686,0.47109106
19203,19203,720.6134,-5.5065312,0.7863436,Rural_Kilimani,4.411991596221924,1354.8,-3.5,29.700000762939453,13.100000381469727,0.61,Volcanic,4.4634337,0.6659568,4.7,cassava,1.5548089742660522,0.33081043
19204,19204,746.6418,-3.717771,-0.8398223,Rural_Kilimani,4.451074600219727,1262.0,-3.4,30.799999237060547,13.699999809265137,0.6,Volcanic,4.773852,0.6090216,3.1,cassava,1.1711335182189941,0.37778503
19205,19205,572.93774,-2.4021087,-4.5245967,Rural_Kilimani,10.457479476928711,421.1,-5.7,33.20000076293945,13.75,0.56,Loamy,5.0500536,0.10869555,2.2,potato,1.4116218090057373,0.64164627
