InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,revenue
,21623,VINTAGE UNION JACK MEMOBOARD,-1,2011-07-28 12:46:00,9.95,14194.0,United Kingdom,-9.95
,22780,LIGHT GARLAND BUTTERFILES PINK,-4,2011-07-28 12:46:00,4.25,14194.0,United Kingdom,-17.0
,23170,REGENCY TEA PLATE ROSES ,-2,2011-07-28 13:31:00,1.65,13408.0,United Kingdom,-3.3
,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-07-28 13:40:00,4.95,15845.0,United Kingdom,-9.9
,85066,CREAM SWEETHEART MINI CHEST,-1,2011-07-28 13:41:00,12.75,12722.0,France,-12.75
,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,2011-07-28 13:41:00,16.95,12722.0,France,-33.9
,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,2011-07-28 13:42:00,4.95,16572.0,United Kingdom,-9.9
,23194,GYMKHANA TREASURE BOOK BOX,-5,2011-07-28 13:43:00,2.25,17677.0,United Kingdom,-11.25
,23176,ABC TREASURE BOOK BOX ,-5,2011-07-28 13:43:00,2.25,17677.0,United Kingdom,-11.25
,M,Manual,-1,2011-07-28 14:10:00,9.6,16422.0,United Kingdom,-9.6
561639,84799,,-346,2011-07-28 14:58:00,0.0,,United Kingdom,-0.0
561640,84802B,,-125,2011-07-28 14:58:00,0.0,,United Kingdom,-0.0
,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,-48,2011-07-28 15:27:00,0.29,15746.0,United Kingdom,-13.92
561663,22501,incorrectly put back into stock,-108,2011-07-28 16:40:00,0.0,,United Kingdom,-0.0
561668,44091A,,-2,2011-07-28 17:03:00,0.0,,United Kingdom,-0.0
,84968A,SET OF 16 VINTAGE ROSE CUTLERY,-2,2011-07-28 19:14:00,12.75,15370.0,United Kingdom,-25.5
,21257,VICTORIAN SEWING BOX MEDIUM,-7,2011-07-28 19:27:00,6.95,13631.0,United Kingdom,-48.65
,22423,REGENCY CAKESTAND 3 TIER,-1,2011-07-28 19:36:00,12.75,13136.0,United Kingdom,-12.75
,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2011-07-28 19:36:00,3.75,13136.0,United Kingdom,-3.75
,23111,PARISIENNE SEWING BOX,-1,2011-07-29 11:07:00,12.5,12709.0,Germany,-12.5
,20685,DOORMAT RED RETROSPOT,-1,2011-07-29 11:07:00,6.75,12709.0,Germany,-6.75
,21658,GLASS  BEURRE DISH,-1,2011-07-29 11:07:00,3.39,12709.0,Germany,-3.39
,22504,CABIN BAG VINTAGE RETROSPOT,-2,2011-07-29 11:07:00,29.95,12709.0,Germany,-59.9
,M,Manual,-1,2011-07-29 11:07:00,1.65,12709.0,Germany,-1.65
,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-1,2011-07-29 12:10:00,1.25,17841.0,United Kingdom,-1.25
,82580,BATHROOM METAL SIGN,-2,2011-07-29 12:10:00,0.55,17841.0,United Kingdom,-1.1
,82581,TOILET METAL SIGN,-1,2011-07-29 12:10:00,0.55,17841.0,United Kingdom,-0.55
,M,Manual,-1,2011-07-29 12:10:00,3.25,17841.0,United Kingdom,-3.25
,22461,SAVOY ART DECO CLOCK,-3,2011-07-29 13:08:00,3.95,14414.0,United Kingdom,-11.85
561805,23284,,-15,2011-07-29 14:42:00,0.0,,United Kingdom,-0.0
,15056BL,EDWARDIAN PARASOL BLACK,-120,2011-07-29 15:12:00,4.95,14145.0,United Kingdom,-594.0
,85061W,WHITE JEWELLED HEART DECORATION,-5,2011-07-31 13:20:00,0.85,15532.0,United Kingdom,-4.25
561918,85127,,-6,2011-08-01 12:05:00,0.0,,United Kingdom,-0.0
561919,85017B,,-188,2011-08-01 12:08:00,0.0,,United Kingdom,-0.0
561920,84352,Damages/samples,-52,2011-08-01 12:10:00,0.0,,United Kingdom,-0.0
561921,22044,,-240,2011-08-01 12:11:00,0.0,,United Kingdom,-0.0
561924,22042,,-197,2011-08-01 12:27:00,0.0,,United Kingdom,-0.0
561927,22740,?,-1060,2011-08-01 12:49:00,0.0,,United Kingdom,-0.0
,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,2011-08-01 13:11:00,4.13,,United Kingdom,-4.13
,21650,ASSORTED TUTTI FRUTTI BRACELET,-24,2011-08-01 14:12:00,0.19,14738.0,United Kingdom,-4.56
,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-4,2011-08-01 15:13:00,1.65,16774.0,United Kingdom,-6.6
,22960,JAM MAKING SET WITH JARS,-2,2011-08-01 15:39:00,3.75,17389.0,United Kingdom,-7.5
,84595E,LARGE TORTILLA DESIGN RED BOWL,-1,2011-08-01 17:03:00,3.29,,United Kingdom,-3.29
,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,2011-08-02 10:05:00,3.75,15120.0,United Kingdom,-15.0
,22384,LUNCH BAG PINK POLKADOT,-1,2011-08-02 11:19:00,1.65,13534.0,United Kingdom,-1.65
,23209,LUNCH BAG DOILEY PATTERN ,-1,2011-08-02 11:19:00,1.65,13534.0,United Kingdom,-1.65
,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-02 11:58:00,12.75,15602.0,United Kingdom,-12.75
,AMAZONFEE,AMAZON FEE,-1,2011-08-02 12:17:00,4575.64,,United Kingdom,-4575.64
,AMAZONFEE,AMAZON FEE,-1,2011-08-02 12:27:00,6721.37,,United Kingdom,-6721.37
,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-08-02 13:19:00,5.95,15311.0,United Kingdom,-5.95
,20724,RED RETROSPOT CHARLOTTE BAG,-1,2011-08-02 13:19:00,0.72,15311.0,United Kingdom,-0.72
,23199,JUMBO BAG APPLES,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,-1.79
,20712,JUMBO BAG WOODLAND ANIMALS,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,-1.79
,22384,LUNCH BAG PINK POLKADOT,-1,2011-08-02 13:19:00,1.45,15311.0,United Kingdom,-1.45
,75049L,LARGE CIRCULAR MIRROR MOBILE,-3,2011-08-02 13:19:00,0.85,15311.0,United Kingdom,-2.55
,22197,POPCORN HOLDER,-1,2011-08-02 13:19:00,0.72,15311.0,United Kingdom,-0.72
,85099B,JUMBO BAG RED RETROSPOT,-1,2011-08-02 13:19:00,1.79,15311.0,United Kingdom,-1.79
,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2011-08-02 13:19:00,8.5,15311.0,United Kingdom,-17.0
,22655,VINTAGE RED KITCHEN CABINET,-1,2011-08-02 15:46:00,125.0,16316.0,United Kingdom,-125.0
,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-1,2011-08-02 15:48:00,3.75,15125.0,United Kingdom,-3.75
,21429,RED GINGHAM ROSE JEWELLERY BOX,-5,2011-08-02 16:17:00,1.95,17696.0,United Kingdom,-9.75
,21931,JUMBO STORAGE BAG SUKI,-1,2011-08-02 16:19:00,2.08,15810.0,United Kingdom,-2.08
,20712,JUMBO BAG WOODLAND ANIMALS,-2,2011-08-02 16:20:00,2.08,16628.0,United Kingdom,-4.16
,22356,CHARLOTTE BAG PINK POLKADOT,-1,2011-08-02 16:20:00,0.85,16628.0,United Kingdom,-0.85
,47594A,CAROUSEL DESIGN WASHBAG,-5,2011-08-02 16:23:00,1.95,12457.0,Switzerland,-9.75
,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-4,2011-08-02 16:26:00,1.65,13505.0,Switzerland,-6.6
,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-08-02 16:26:00,4.95,13505.0,Switzerland,-4.95
,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,2011-08-02 16:26:00,2.95,13505.0,Switzerland,-17.7
,22847,BREAD BIN DINER STYLE IVORY,-1,2011-08-02 17:15:00,14.95,16523.0,United Kingdom,-14.95
,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-08-02 17:15:00,9.95,16523.0,United Kingdom,-9.95
,23182,TOILET SIGN OCCUPIED OR VACANT,-9,2011-08-02 17:18:00,0.83,14857.0,United Kingdom,-7.47
,23168,CLASSIC CAFE SUGAR DISPENSER,-1,2011-08-02 17:23:00,1.04,13081.0,United Kingdom,-1.04
,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,-7.65
,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,-2.55
,15034,PAPER POCKET TRAVELING FAN ,-23,2011-08-02 17:23:00,0.07,13081.0,United Kingdom,-1.61
,15044C,PURPLE PAPER PARASOL,-2,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,-5.1
,15058A,BLUE POLKADOT GARDEN PARASOL,-1,2011-08-02 17:23:00,6.75,13081.0,United Kingdom,-6.75
,22200,FRYING PAN PINK POLKADOT,-4,2011-08-02 17:23:00,3.75,13081.0,United Kingdom,-15.0
,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-08-02 17:31:00,4.95,15764.0,United Kingdom,-4.95
,21533,RETROSPOT LARGE MILK JUG,-2,2011-08-02 17:31:00,4.95,15764.0,United Kingdom,-9.9
,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-08-03 10:10:00,1.25,12921.0,United Kingdom,-1.25
,22456,NATURAL SLATE CHALKBOARD LARGE ,-2,2011-08-03 10:10:00,4.95,12921.0,United Kingdom,-9.9
,21313,GLASS HEART T-LIGHT HOLDER ,-4,2011-08-03 10:10:00,0.85,12921.0,United Kingdom,-3.4
,23163,REGENCY SUGAR TONGS,-7,2011-08-03 10:37:00,2.08,15189.0,United Kingdom,-14.56
,21643,ASSORTED TUTTI FRUTTI MIRROR,-12,2011-08-03 10:43:00,1.25,12757.0,Portugal,-15.0
,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-08-03 10:47:00,4.95,16180.0,United Kingdom,-4.95
,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,-2.95
,22064,PINK DOUGHNUT TRINKET POT ,-1,2011-08-03 10:47:00,1.65,16180.0,United Kingdom,-1.65
,23206,LUNCH BAG APPLE DESIGN,-1,2011-08-03 10:47:00,1.65,16180.0,United Kingdom,-1.65
,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-03 10:47:00,1.25,16180.0,United Kingdom,-1.25
,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,-2.95
,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,-2.95
,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom,-0.85
,23204,CHARLOTTE BAG APPLES DESIGN,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom,-0.85
,23203,JUMBO BAG DOILEY PATTERNS,-1,2011-08-03 10:49:00,2.08,13534.0,United Kingdom,-2.08
,21930,JUMBO STORAGE BAG SKULLS,-1,2011-08-03 10:49:00,2.08,13534.0,United Kingdom,-2.08
,20711,JUMBO BAG TOYS ,-1,2011-08-03 10:49:00,2.08,13534.0,United Kingdom,-2.08
,22637,PIGGY BANK RETROSPOT ,-1,2011-08-03 10:55:00,2.1,17053.0,United Kingdom,-2.1
,23256,CHILDRENS CUTLERY SPACEBOY ,-4,2011-08-03 11:23:00,4.15,13520.0,Switzerland,-16.6
,M,Manual,-12,2011-08-03 11:48:00,1.45,17389.0,United Kingdom,-17.4
,22456,NATURAL SLATE CHALKBOARD LARGE ,-4,2011-08-03 11:50:00,4.25,13106.0,United Kingdom,-17.0
562164,21257,?,-94,2011-08-03 12:08:00,0.0,,United Kingdom,-0.0
,22381,TOY TIDY PINK POLKADOT,-3,2011-08-03 12:15:00,2.1,12748.0,United Kingdom,-6.3
,85099B,JUMBO BAG RED RETROSPOT,-100,2011-08-03 12:16:00,1.79,12748.0,United Kingdom,-179.0
,20725,LUNCH BAG RED RETROSPOT,-2,2011-08-03 12:55:00,1.65,15625.0,United Kingdom,-3.3
562212,21187,,-97,2011-08-03 13:28:00,0.0,,United Kingdom,-0.0
,82482,WOODEN PICTURE FRAME WHITE FINISH,-36,2011-08-03 14:22:00,2.1,16525.0,United Kingdom,-75.6
,47566,PARTY BUNTING,-8,2011-08-03 14:22:00,4.95,16525.0,United Kingdom,-39.6
,22791,T-LIGHT GLASS FLUTED ANTIQUE,-72,2011-08-03 14:22:00,1.06,16525.0,United Kingdom,-76.32
,22151,PLACE SETTING WHITE HEART,-432,2011-08-03 14:22:00,0.36,16525.0,United Kingdom,-155.52
,21916,SET 12 RETRO WHITE CHALK STICKS,-24,2011-08-03 14:22:00,0.42,16525.0,United Kingdom,-10.08
,21155,RED RETROSPOT PEG BAG,-6,2011-08-03 14:22:00,2.55,16525.0,United Kingdom,-15.3
,21154,RED RETROSPOT OVEN GLOVE ,-10,2011-08-03 14:22:00,1.25,16525.0,United Kingdom,-12.5
,20685,DOORMAT RED RETROSPOT,-10,2011-08-03 14:22:00,6.75,16525.0,United Kingdom,-67.5
,22655,VINTAGE RED KITCHEN CABINET,-2,2011-08-03 14:34:00,125.0,15804.0,United Kingdom,-250.0
,21888,BINGO SET,-1,2011-08-03 16:33:00,3.75,14056.0,United Kingdom,-3.75
,23193,BUFFALO BILL TREASURE BOOK BOX,-3,2011-08-03 16:33:00,2.25,14056.0,United Kingdom,-6.75
,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2011-08-03 16:33:00,0.65,14056.0,United Kingdom,-0.65
,23237,SET OF 4 KNICK KNACK TINS LEAF,-3,2011-08-03 16:33:00,4.15,14056.0,United Kingdom,-12.45
562278,21391,Sold as 1 on dotcom,-342,2011-08-04 10:27:00,0.0,,United Kingdom,-0.0
562279,21391,,-26,2011-08-04 10:28:00,0.0,,United Kingdom,-0.0
,84926F,PSYCHEDELIC TILE COASTER,-24,2011-08-04 10:31:00,0.29,16133.0,United Kingdom,-6.96
,23020,GLASS  SONGBIRD STORAGE JAR,-1,2011-08-04 10:31:00,12.5,16133.0,United Kingdom,-12.5
,84663A,GRASS HOPPER WOODEN WALL CLOCK ,-3,2011-08-04 10:36:00,0.79,12476.0,Germany,-2.37
,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-04 10:36:00,12.75,12476.0,Germany,-12.75
,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,2011-08-04 10:36:00,2.95,12476.0,Germany,-8.85
,84976,RECTANGULAR SHAPED MIRROR,-2,2011-08-04 10:36:00,0.79,12476.0,Germany,-1.58
,23020,GLASS  SONGBIRD STORAGE JAR,-1,2011-08-04 10:36:00,12.5,12476.0,Germany,-12.5
562352,21735,damages,-59,2011-08-04 13:12:00,0.0,,United Kingdom,-0.0
,22203,MILK PAN RED RETROSPOT,-1,2011-08-04 14:03:00,3.75,17811.0,United Kingdom,-3.75
,23318,BOX OF 6 MINI VINTAGE CRACKERS,-96,2011-08-04 14:46:00,2.08,14911.0,EIRE,-199.68
,23315,IVORY REFECTORY CLOCK,-12,2011-08-04 14:46:00,8.15,14911.0,EIRE,-97.8
,23314,VINTAGE CHRISTMAS TABLECLOTH,-4,2011-08-04 14:46:00,12.5,14911.0,EIRE,-50.0
,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,-24,2011-08-04 14:46:00,0.55,14911.0,EIRE,-13.2
,23175,REGENCY MILK JUG PINK ,-48,2011-08-04 14:46:00,2.75,14911.0,EIRE,-132.0
,23174,REGENCY SUGAR BOWL GREEN,-48,2011-08-04 14:46:00,3.75,14911.0,EIRE,-180.0
,23173,REGENCY TEAPOT ROSES ,-24,2011-08-04 14:46:00,8.15,14911.0,EIRE,-195.6
,23172,REGENCY TEA PLATE PINK,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,-69.6
,23171,REGENCY TEA PLATE GREEN ,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,-69.6
,23170,REGENCY TEA PLATE ROSES ,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,-69.6
,23169,CLASSIC GLASS COOKIE JAR,-6,2011-08-04 14:46:00,4.15,14911.0,EIRE,-24.9
,23166,MEDIUM CERAMIC TOP STORAGE JAR,-12,2011-08-04 14:46:00,1.25,14911.0,EIRE,-15.0
,23163,REGENCY SUGAR TONGS,-48,2011-08-04 14:46:00,2.08,14911.0,EIRE,-99.84
,23157,SET OF 6 NATIVITY MAGNETS ,-240,2011-08-04 14:46:00,1.85,14911.0,EIRE,-444.0
,22980,PANTRY SCRUBBING BRUSH,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,-69.6
,22979,PANTRY WASHING UP BRUSH,-72,2011-08-04 14:46:00,1.25,14911.0,EIRE,-90.0
,22978,PANTRY ROLLING PIN,-24,2011-08-04 14:46:00,3.39,14911.0,EIRE,-81.36
,22952,60 CAKE CASES VINTAGE CHRISTMAS,-240,2011-08-04 14:46:00,0.42,14911.0,EIRE,-100.8
,22950,36 DOILIES VINTAGE CHRISTMAS,-288,2011-08-04 14:46:00,1.25,14911.0,EIRE,-360.0
,22945,CHRISTMAS METAL TAGS ASSORTED ,-144,2011-08-04 14:46:00,0.72,14911.0,EIRE,-103.68
,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-200,2011-08-04 14:46:00,2.55,14911.0,EIRE,-510.0
,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-192,2011-08-04 14:46:00,0.72,14911.0,EIRE,-138.24
,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-12,2011-08-04 14:46:00,0.85,14911.0,EIRE,-10.2
,22699,ROSES REGENCY TEACUP AND SAUCER ,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,-122.4
,22698,PINK REGENCY TEACUP AND SAUCER,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,-122.4
,22697,GREEN REGENCY TEACUP AND SAUCER,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,-122.4
,22423,REGENCY CAKESTAND 3 TIER,-32,2011-08-04 14:46:00,10.95,14911.0,EIRE,-350.4
,22193,RED DINER WALL CLOCK,-12,2011-08-04 14:46:00,7.65,14911.0,EIRE,-91.8
,22192,BLUE DINER WALL CLOCK,-12,2011-08-04 14:46:00,7.65,14911.0,EIRE,-91.8
,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-120,2011-08-04 14:46:00,2.55,14911.0,EIRE,-306.0
,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2011-08-04 14:46:00,0.55,14911.0,EIRE,-13.2
562382,22927,?,-40,2011-08-04 15:36:00,0.0,,United Kingdom,-0.0
562383,22523,?,-90,2011-08-04 15:37:00,0.0,,United Kingdom,-0.0
562384,23175,,-44,2011-08-04 15:41:00,0.0,,United Kingdom,-0.0
562385,47559B,,-84,2011-08-04 15:42:00,0.0,,United Kingdom,-0.0
562386,84596L,,-21,2011-08-04 15:43:00,0.0,,United Kingdom,-0.0
562390,21246,,-92,2011-08-04 16:00:00,0.0,,United Kingdom,-0.0
562391,22854,,-40,2011-08-04 16:02:00,0.0,,United Kingdom,-0.0
,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-08-04 17:06:00,4.95,12584.0,Italy,-9.9
,22627,MINT KITCHEN SCALES,-2,2011-08-04 17:06:00,8.5,12584.0,Italy,-17.0
,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-04 17:06:00,12.75,12584.0,Italy,-12.75
,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-08-04 17:08:00,4.95,12584.0,Italy,-4.95
,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2011-08-04 17:58:00,0.65,14621.0,United Kingdom,-0.65
,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,-2,2011-08-04 17:58:00,1.65,14621.0,United Kingdom,-3.3
,22698,PINK REGENCY TEACUP AND SAUCER,-2,2011-08-04 17:58:00,2.95,14621.0,United Kingdom,-5.9
,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-04 17:58:00,12.75,14621.0,United Kingdom,-12.75
562463,85152,,-6,2011-08-05 11:30:00,0.0,,United Kingdom,-0.0
562464,20701,,-24,2011-08-05 11:31:00,0.0,,United Kingdom,-0.0
,M,Manual,-1,2011-08-05 12:20:00,11.95,13408.0,United Kingdom,-11.95
,M,Manual,-1,2011-08-05 12:22:00,43.63,13408.0,United Kingdom,-43.63
,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2011-08-05 12:49:00,8.5,13813.0,Germany,-8.5
,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2011-08-05 12:49:00,4.95,13813.0,Germany,-4.95
562544,84920,,-9,2011-08-05 15:46:00,0.0,,United Kingdom,-0.0
562546,20694,?,-110,2011-08-05 15:46:00,0.0,,United Kingdom,-0.0
562547,21918,,-343,2011-08-05 15:49:00,0.0,,United Kingdom,-0.0
562548,23084,,-84,2011-08-05 16:00:00,0.0,,United Kingdom,-0.0
,21231,SWEETHEART CERAMIC TRINKET BOX,-13,2011-08-05 17:08:00,1.25,16743.0,United Kingdom,-16.25
,21232,STRAWBERRY CERAMIC TRINKET BOX,-24,2011-08-05 17:08:00,1.25,16743.0,United Kingdom,-30.0
,22656,VINTAGE BLUE KITCHEN CABINET,-1,2011-08-05 17:13:00,125.0,16729.0,United Kingdom,-125.0
,23207,LUNCH BAG ALPHABET DESIGN,-1,2011-08-07 13:09:00,1.65,15518.0,United Kingdom,-1.65
,20751,FUNKY WASHING UP GLOVES ASSORTED,-1,2011-08-07 13:53:00,2.1,15640.0,United Kingdom,-2.1
,21843,RED RETROSPOT CAKE STAND,-1,2011-08-07 13:53:00,10.95,15640.0,United Kingdom,-10.95
,21452,TOADSTOOL MONEY BOX,-1,2011-08-07 13:53:00,2.95,15640.0,United Kingdom,-2.95
,21671,RED SPOT CERAMIC DRAWER KNOB,-8,2011-08-07 13:53:00,1.25,15640.0,United Kingdom,-10.0
,23008,DOLLY GIRL BABY GIFT SET,-1,2011-08-07 13:53:00,16.95,15640.0,United Kingdom,-16.95
,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-08-07 13:53:00,9.95,15640.0,United Kingdom,-9.95
,21452,TOADSTOOL MONEY BOX,-1,2011-08-07 13:53:00,2.95,15640.0,United Kingdom,-2.95
,15034,PAPER POCKET TRAVELING FAN ,-18,2011-08-07 13:53:00,0.14,15640.0,United Kingdom,-2.52
,22241,GARLAND WOODEN HAPPY EASTER,-1,2011-08-07 13:53:00,1.25,15640.0,United Kingdom,-1.25
,85230G,ORANGE VOTIVE CANDLE,-48,2011-08-07 15:44:00,0.29,12748.0,United Kingdom,-13.92
,22464,HANGING METAL HEART LANTERN,-24,2011-08-07 15:44:00,1.65,12748.0,United Kingdom,-39.6
,M,Manual,-1,2011-08-08 09:48:00,6.76,15518.0,United Kingdom,-6.76
,M,Manual,-144,2011-08-08 10:09:00,0.11,12901.0,United Kingdom,-15.84
,23175,REGENCY MILK JUG PINK ,-3,2011-08-08 12:11:00,3.25,15228.0,United Kingdom,-9.75
,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,2011-08-08 12:31:00,4.95,,EIRE,-9.9
,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,2011-08-08 12:32:00,2.95,13186.0,United Kingdom,-5.9
,82600,NO SINGING METAL SIGN,-6,2011-08-08 12:32:00,2.1,13186.0,United Kingdom,-12.6
,22637,PIGGY BANK RETROSPOT ,-1,2011-08-08 12:32:00,2.55,13186.0,United Kingdom,-2.55
,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2011-08-08 12:34:00,2.95,13089.0,United Kingdom,-2.95
,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,2011-08-08 12:34:00,3.75,13089.0,United Kingdom,-3.75
,M,Manual,-1,2011-08-08 12:37:00,48.0,15299.0,United Kingdom,-48.0
,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,-1,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,-1.25
,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-3,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,-3.75
,M,Manual,-1,2011-08-08 12:56:00,3155.95,15502.0,United Kingdom,-3155.95
,M,Manual,-1,2011-08-08 12:56:00,3.25,14606.0,United Kingdom,-3.25
,21539,RED RETROSPOT BUTTER DISH,-1,2011-08-08 12:56:00,4.95,14606.0,United Kingdom,-4.95
,22998,TRAVEL CARD WALLET KEEP CALM,-1,2011-08-08 12:56:00,0.42,14606.0,United Kingdom,-0.42
,21991,BOHEMIAN COLLAGE STATIONERY SET,-12,2011-08-08 13:25:00,1.25,16951.0,United Kingdom,-15.0
562653,21359,,-30,2011-08-08 13:35:00,0.0,,United Kingdom,-0.0
,POST,POSTAGE,-1,2011-08-08 13:39:00,4.41,13588.0,United Kingdom,-4.41
,22744,MAKE YOUR OWN MONSOON CARD KIT,-6,2011-08-08 13:40:00,2.95,13588.0,United Kingdom,-17.7
,POST,POSTAGE,-1,2011-08-08 13:53:00,10.34,15157.0,United Kingdom,-10.34
,22233,JIGSAW RABBIT AND BIRDHOUSE,-1,2011-08-08 13:53:00,0.59,15157.0,United Kingdom,-0.59
,21359,RELAX LARGE WOOD LETTERS,-1,2011-08-08 13:53:00,3.95,15157.0,United Kingdom,-3.95
,21158,MOODY GIRL DOOR HANGER ,-24,2011-08-08 13:53:00,0.39,15157.0,United Kingdom,-9.36
,22287,DECORATION WOBBLY CHICKEN,-12,2011-08-08 13:53:00,0.39,15157.0,United Kingdom,-4.68
,22268,DECORATION SITTING BUNNY,-39,2011-08-08 13:53:00,0.19,15157.0,United Kingdom,-7.41
,22384,LUNCH BAG PINK POLKADOT,-1,2011-08-08 14:32:00,1.45,17511.0,United Kingdom,-1.45
,22659,LUNCH BOX I LOVE LONDON,-1,2011-08-08 14:32:00,1.65,17511.0,United Kingdom,-1.65
,21238,RED RETROSPOT CUP,-1,2011-08-08 14:32:00,0.72,17511.0,United Kingdom,-0.72
,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-08-08 14:32:00,8.5,17511.0,United Kingdom,-8.5
,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-08 14:32:00,1.06,17511.0,United Kingdom,-1.06
,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2011-08-08 14:32:00,6.75,17511.0,United Kingdom,-6.75
,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-08-08 14:32:00,2.55,17511.0,United Kingdom,-2.55
,22197,POPCORN HOLDER,-3,2011-08-08 14:32:00,0.72,17511.0,United Kingdom,-2.16
,21042,RED RETROSPOT APRON ,-1,2011-08-08 14:32:00,4.65,17511.0,United Kingdom,-4.65
,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-08-09 09:05:00,2.95,16401.0,United Kingdom,-2.95
,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-2,2011-08-09 09:05:00,2.55,16401.0,United Kingdom,-5.1
,22849,BREAD BIN DINER STYLE MINT,-1,2011-08-09 09:41:00,14.95,12406.0,Denmark,-14.95
,22848,BREAD BIN DINER STYLE PINK,-4,2011-08-09 09:41:00,14.95,12406.0,Denmark,-59.8
,22846,BREAD BIN DINER STYLE RED ,-4,2011-08-09 09:41:00,14.95,12406.0,Denmark,-59.8
,22424,ENAMEL BREAD BIN CREAM,-2,2011-08-09 12:18:00,12.75,17841.0,United Kingdom,-25.5
